ID,Title,Short_Intro,Category,Enrollment,Completions,URL
COR0143,Game Design: Art and Concepts Specialization,Create Imaginative Games. Design a video game for independent distribution in just four courses.,Music and Art,4539,2342,https://www.coursera.org/specializations/game-design
COR0144,Neuroscience and Neuroimaging Specialization,"Familiarize yourself with fundamental concepts in neuroscience, like Functional Magnetic Resonance Imaging (fMRI), neurohacking (in R), and neuroimaging.",Data Analysis,4832,2807,https://www.coursera.org/specializations/computational-neuroscience
COR0145,Electronic Music Production Specialization,Create Musical Compositions With Your Computer. Learn the tools and techniques to create professional sounding music.,Music and Art,3361,2978,https://www.coursera.org/specializations/electronic-music-production
COR0146,Branding: The Creative Journey Specialization,"Begin your Career as a Branding Specialist. Master branding strategies, branded content generation, image creation and customer experience",Business Strategy,3612,3104,https://www.coursera.org/specializations/branding-the-creative-journey
COR0147,Six Sigma Green Belt Specialization,Improve Your Career With Advanced Six Sigma. Dive deeper into proven principles and tools to improve quality assurance in your organization,Business Essentials,734,699,https://www.coursera.org/specializations/six-sigma-green-belt
COR0148,Excel/VBA for Creative Problem Solving Specialization,Optimize Your Excel Spreadsheets With VBA. Learn how to automate your Excel spreadsheets with Visual Basic for Applications,Design and Product,3540,2074,https://www.coursera.org/specializations/excel-vba-creative-problem-solving
COR0149,Business Statistics and Analysis Specialization,Build Data Analysis and Business Modeling Skills. Gain the ability to apply statistics and data analysis tools to various business applications.,Probability and Statistics,2521,1610,https://www.coursera.org/specializations/business-statistics-analysis
COR0150,People and Soft Skills for Professional and Personal Success Specialization,Develop key power skills to boost your work life. Master powerful people and soft skills for achieving professional success.,Personal Development,226,161,https://www.coursera.org/specializations/people-and-soft-skills-for-professional-success
COR0151,"Songwriting: Writing, Arranging, and Producing Music Specialization","Write, Arrange, and Produce Your Original Songs. Apply the tools and techniques of songwriting to bring your musical ideas to life.",Music and Art,4090,2153,https://www.coursera.org/specializations/songwriting
COR0152,Culture-Driven Team Building Specialization,"Culture-Driven Team Building. Master strategies and tools that will enable you to more effectively form, join, and lead teams",Business Essentials,231,203,https://www.coursera.org/specializations/team-building
COR0153,Investment Management Specialization,Make Smart Investment Decisions in a Global World. Learn how a wealth-generating investment portfolio functions in practice. ,Finance,1418,1170,https://www.coursera.org/specializations/investment-management
COR0154,Object Oriented Programming in Java Specialization,Grow Your Portfolio as a Software Engineer. Learn about Object Oriented Design in four project-based courses.,Software Development,4134,3091,https://www.coursera.org/specializations/object-oriented-programming
COR0155,Fundamentals of Accounting  Specialization,Accounting Basics for Managers and Entrepreneurs. Apply principles that underlie financial statements and facilitate business decisions and goals.,Business Essentials,3695,3284,https://www.coursera.org/specializations/accounting-fundamentals
COR0156,Databases for Data Scientists Specialization,"All about Databases for Data Scientists. Learn to design and create efficient and effective relational databases, fill them with data, and work with them using SQL.",Data Management,4082,3361,https://www.coursera.org/specializations/databases-for-data-scientists
COR0157,PostgreSQL for Everybody Specialization,"SQL: From Basic to Advanced. Learn SQL skills you can use in an actual, real-world environment",Mobile and Web Development,909,705,https://www.coursera.org/specializations/postgresql-for-everybody
COR0158,Medical Terminology Specialization,"Develop your skills in medical terminology. Identify word parts (prefixes, suffixes, and roots) and abbreviations commonly used in the medical field, read and understand health records, and identify terms associated with all 10 major organ systems.",Basic Science,4019,2584,https://www.coursera.org/specializations/medicalterminology
COR0159,Advanced Data Science with IBM Specialization,"Expert in Data Science, Machine Learning and AI. Become an IBM-approved Expert in Data Science, Machine Learning and Artificial Intelligence.",Machine Learning,4786,3733,https://www.coursera.org/specializations/advanced-data-science-ibm
COR0160,Probabilistic Graphical Models  Specialization,Probabilistic Graphical Models. Master a new way of reasoning and learning in complex domains,Machine Learning,1077,742,https://www.coursera.org/specializations/probabilistic-graphical-models
COR0161,FPGA Design for Embedded Systems Specialization,Decode the Secrets of the FPGA in Embedded Systems. Enhance career opportunities and build better systems by acquiring skill in FPGA design.,Electrical Engineering,959,814,https://www.coursera.org/specializations/fpga-design
COR0162,School Health for Children and Adolescents Specialization,"Promoting Healthy Practices in School. Learn to manage medical conditions & mental health services, facilitate healthy practices in schools",Patient Care,2621,1456,https://www.coursera.org/specializations/school-health-for-children-and-adolescents
COR0163,Statistical Analysis with R for Public Health Specialization,Master Statistics for Public Health and Learn R. Develop your statistical thinking skills and learn key data analysis methods through R,Public Health,2774,2043,https://www.coursera.org/specializations/statistical-analysis-r-public-health
COR0164,Music Business  Specialization,"Launch Your Career in the Music Business. Success Begins with Creativity & Fundamentals in Entrepreneurship, Law, and Music Business Structure",Leadership and Management,3747,2933,https://www.coursera.org/specializations/music-business
