CourseId,Title,Category,Total_enrollment,Total_Completions,completion_rate
COR0329,Systems Biology and Biotechnology Specialization,Biology,2034,1048,51.524090462143555
COR0330,TensorFlow 2 for Deep Learning Specialization,Machine Learning,1605,1410,87.85046728971963
COR0331,Digital Transformation in Financial Services Specialization,Business Strategy,4341,3400,78.3229670582815
COR0332,Digital Transformation Using AI/ML with Google Cloud Specialization,Cloud Computing,1834,987,53.81679389312977
COR0333,Data Science with Databricks for Data Analysts Specialization,Data Analysis,4461,3388,75.94709706343869
COR0334,Healthcare Marketplace Specialization,Healthcare Management,522,305,58.429118773946364
COR0335,Online Learning  Design for Educators Specialization,Education,1331,1224,91.96093163035312
COR0336,Statistical Thermodynamics Specialization,Mechanical Engineering,1559,923,59.20461834509301
COR0337,User Interface Design Specialization,Design and Product,882,696,78.91156462585033
COR0338,JavaScript for Beginners Specialization,Mobile and Web Development,2523,2265,89.77407847800237
COR0339,Immunology: The Immune System and its Failures Specialization,Basic Science,2454,2453,99.95925020374898
COR0340,Image Processing for Engineering and Science Specialization,Electrical Engineering,4276,2233,52.22170252572498
COR0341,Autodesk CAD/CAM for Manufacturing Specialization,Mechanical Engineering,4092,2293,56.03616813294232
COR0342,"Data Engineering, Big Data and ML on Google Cloud 日本語版 Specialization",Software Development,891,711,79.7979797979798
COR0343,Adapting: Career Development Specialization,Leadership and Management,3588,2083,58.0546265328874
COR0344,Claves de la Dirección de Empresas Specialization,Leadership and Management,813,424,52.152521525215256
COR0345,European Business Law  Specialization,Law,3224,3196,99.13151364764268
COR0346,Information​ ​Systems Specialization,Support and Operations,2661,2631,98.87260428410372
COR0347,IBM AI Enterprise Workflow Specialization,Machine Learning,419,375,89.49880668257757
COR0348,Programming in C++: A Hands-on Introduction Specialization,Software Development,406,324,79.80295566502463
COR0349,The Teacher and Social and Emotional Learning (SEL) Specialization,Education,892,833,93.38565022421524
COR0350,Business English Specialization,Learning English,4072,2754,67.63261296660119
COR0351,Value-Based Care Specialization,Healthcare Management,3889,2838,72.97505785548985
COR0352,Marketing with TikTok Specialization,Marketing,4331,3316,76.56430385592242
COR0353,Vital Skills for Data Science Specialization,Data Analysis,3781,3291,87.04046548532133
COR0354,Building Cloud Computing Solutions at Scale Specialization,Cloud Computing,4653,3936,84.5905867182463
COR0355,International Marketing & Cross Industry Growth  Specialization,Marketing,1510,1077,71.32450331125828
COR0356,Building No-Code Apps with AppSheet Specialization,Cloud Computing,1717,1700,99.00990099009901
COR0357,CAD and Digital Manufacturing Specialization,Mechanical Engineering,2591,1935,74.68159011964492
COR0358,Palliative Care: It's Not Just Hospice Anymore Specialization,Patient Care,1531,1352,88.3082952318746
COR0359,Plant Bioinformatic Methods Specialization,Research Methods,654,352,53.822629969418955
COR0360,3D Printing and Additive Manufacturing Specialization,Design and Product,134,113,84.32835820895522
COR0361,Implementación del Marketing Mix Specialization,Marketing,1692,1155,68.26241134751773
COR0362,Learn English: Advanced Grammar and Punctuation Specialization,Learning English,655,427,65.19083969465649
COR0363,Leverage Data Science for a More Agile Supply Chain Specialization,Data Analysis,4676,4175,89.28571428571429
COR0364,Art for Games  Specialization,Music and Art,1597,1425,89.22980588603632
COR0365,Getting Started with Google Workspace en Español Specialization,Cloud Computing,3862,2315,59.94303469704816
COR0366,Career Self-Management Training and Certification Specialization,Business Essentials,3847,2042,53.0803223290876
COR0367,Introduction to Scripting in Python Specialization,Software Development,2952,2458,83.26558265582655
COR0368,Market Research Specialization,Marketing,1374,1130,82.24163027656476
COR0369,Administración de Proyectos: Principios Básicos Specialization,Leadership and Management,1878,961,51.17145899893504
COR0370,AI in Healthcare Specialization,Machine Learning,403,352,87.34491315136476
COR0371,The Art of Sales: Mastering the Selling Process Specialization,Leadership and Management,4734,4529,95.66962399662019
COR0372,Self-Driving Cars Specialization,Software Development,1562,1246,79.76952624839949
COR0373,Anatomy Specialization,Basic Science,2350,1814,77.19148936170212
COR0374,Learn English: Beginning Grammar Specialization,Learning English,1291,999,77.38187451587916
COR0375,IELTS Preparation Specialization,Learning English,436,362,83.02752293577981
COR0376,"Modern Robotics:  Mechanics, Planning, and Control Specialization",Mechanical Engineering,2608,1826,70.01533742331289
COR0377,Extended Reality for Everybody Specialization,Design and Product,2904,2390,82.30027548209367
COR0378,Algebra: Elementary to Advanced Specialization,Math and Logic,2447,1440,58.84756845116469
COR0379,Business and Marketing Strategies Specialization,Marketing,1559,1417,90.891597177678
COR0380,Digital Technologies and the Future of Manufacturing  Specialization,Business Strategy,3628,3296,90.84895259095921
COR0381,Web3 and Blockchain in Global Commerce Specialization,Computer Security and Networks,1615,1184,73.312693498452
COR0382,Fundraising and Development Specialization,Business Strategy,731,580,79.34336525307798
COR0383,Become a Sustainable Business Change Agent Specialization,Leadership and Management,3941,2127,53.97107333164172
COR0384,Interviewing and Resume Writing in English Specialization,Business Essentials,406,361,88.91625615763546
COR0385,Learn Mandarin Chinese Specialization,Other Languages,1973,1058,53.62392295995946
COR0386,Newborn Baby Care Specialization,Patient Care,2105,1484,70.49881235154393
COR0387,商务基础 (中文版) Specialization,Business Essentials,3634,2299,63.26362135388002
COR0388,Scrum Master Certification Specialization,Design and Product,645,567,87.90697674418605
COR0389,Programming with Google Go Specialization,Software Development,248,152,61.29032258064516
COR0390,Sports Performance Analytics Specialization,Data Analysis,1643,1018,61.95982958003652
COR0391,Learn Spanish: Basic Spanish Vocabulary Specialization,Other Languages,4648,2387,51.35542168674698
COR0392,Blockchain Revolution Specialization,Software Development,899,490,54.50500556173527
COR0393,Creating Business Value with Data and Looker Specialization,Cloud Computing,137,108,78.83211678832117
COR0394,TOEFL Preparation Specialization,Learning English,2062,1661,80.55286129970902
COR0395,Foundations of Public Health Practice Specialization,Public Health,4999,4514,90.29805961192238
COR0396,Computational Social Science Specialization,Data Analysis,3960,3400,85.85858585858585
COR0397,"Energy Production, Distribution & Safety Specialization",Electrical Engineering,2344,2290,97.6962457337884
COR0398,Digitalisation in Aeronautics and Space Specialization,Mechanical Engineering,877,651,74.230330672748
COR0399,Introducción a la inteligencia artificial Specialization,Algorithms,208,192,92.3076923076923
COR0400,Digital Health Specialization,Public Health,4157,2214,53.25956218426751
COR0401,Sales Operations/Management Specialization,Leadership and Management,1704,1536,90.14084507042254
COR0402,The Art of Visual Storytelling Specialization,Personal Development,701,622,88.73038516405136
COR0403,Advanced Leadership Skills for the 21st Century Specialization,Leadership and Management,290,232,80.0
COR0404,Advanced Embedded Linux Development Specialization,Software Development,1596,1574,98.62155388471177
COR0405,Strategic Thinking for Everyone Specialization,Personal Development,475,410,86.31578947368422
COR0406,Professional Selling: 3 Steps to High-Performance Specialization,Marketing,313,172,54.9520766773163
COR0407,GPU Programming Specialization,Software Development,4927,2839,57.621270550030445
COR0408,Healthy and Sustainable Foods and Products Specialization,Public Health,1033,554,53.63020329138431
COR0723,Reducing Gun Violence in America: Evidence for Change,Public Health,2096,1662,79.29389312977099
COR0409,Communication For Everyone  Specialization,Personal Development,1849,1649,89.1833423472147
COR0410,Principles of Leadership: Leading Technical Teams Specialization,Personal Development,3069,2541,82.79569892473118
COR0411,"Diversity, Equity, and Inclusion for Organizational Leaders Specialization",Leadership and Management,3217,1619,50.32639104755984
COR0412,Home-Based Child Care Specialization,Education,941,517,54.94155154091393
COR0413,Deep Learning for Healthcare Specialization,Machine Learning,2408,1360,56.47840531561462
COR0414,Google Data Analytics Professional Certificate,Data Analysis,3397,3275,96.40859581984104
COR0415,Google Project Management: Professional Certificate,Leadership and Management,4614,2510,54.399653229302125
COR0416,IBM Data Science Professional Certificate,Data Analysis,135,118,87.4074074074074
COR0417,Google UX Design Professional Certificate,Design and Product,459,449,97.82135076252723
COR0418,Google IT Support Professional Certificate,Support and Operations,414,264,63.76811594202898
COR0419,IBM Data Analyst Professional Certificate,Data Analysis,4393,2727,62.07603004780332
COR0420,Google Digital Marketing & E-commerce Professional Certificate,Marketing,1514,1427,94.25363276089828
COR0421,IBM DevOps and Software Engineering Professional Certificate,Software Development,3794,3271,86.21507643647865
COR0422,IBM Full Stack Software Developer Professional Certificate,Cloud Computing,3553,2626,73.90937236138474
COR0423,IBM Data Engineering Professional Certificate,Data Management,641,380,59.2823712948518
COR0424,IBM Data Analytics with Excel and R Professional Certificate,Data Analysis,2000,1242,62.1
COR0425,IBM Cybersecurity Analyst Professional Certificate,Security,4934,2847,57.701661937576
COR0426,Google Advanced Data Analytics Professional Certificate,Data Analysis,2230,1214,54.43946188340807
COR0427,IBM Back-End Development Professional Certificate,Software Development,1394,963,69.08177905308465
COR0428,IBM Applied AI Professional Certificate,Machine Learning,4099,2267,55.306172237131015
COR0429,Meta Front-End Developer Professional Certificate,移动和网络开发,3333,2323,69.6969696969697
COR0430,IBM IT Support  Professional Certificate,Support and Operations,1544,1355,87.75906735751295
COR0431,Google IT Automation with Python Professional Certificate,Support and Operations,1763,1528,86.67044809982983
COR0432,IBM Data Warehouse Engineer Professional Certificate,Data Management,4085,2178,53.317013463892295
COR0433,IBM AI Engineering Professional Certificate,Machine Learning,2125,1350,63.52941176470588
COR0434,IBM Applied DevOps Engineering Professional Certificate,Software Development,3503,2997,85.5552383671139
COR0435,Meta Social Media Marketing Professional Certificate,Marketing,3634,2869,78.94881673087507
COR0436,Intuit Academy Bookkeeping Professional Certificate,Business Essentials,3476,2875,82.71001150747986
COR0437,DeepLearning.AI TensorFlow Developer Professional Certificate,Machine Learning,4302,2222,51.65039516503952
COR0438,Meta Back-End Developer Professional Certificate,Mobile and Web Development,2392,1284,53.67892976588629
COR0439,Meta iOS Developer Professional Certificate,Mobile and Web Development,3585,3190,88.98186889818689
